Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly),HEATING SCHEDULE:Schedule Value [](Hourly),HIGH TEMP RADIANT SETPOINT:Schedule Value [](Hourly),MEETING THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RDC THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RPLUS1 THERMOSTAT SCHEDULE:Schedule Value [](Hourly),ALWAYS ON DISCRETE:Schedule Value [](Hourly),ALWAYS OFF DISCRETE:Schedule Value [](Hourly),ALWAYS ON CONTINUOUS:Schedule Value [](Hourly),ALWAYS ON:Schedule Value [](Hourly),COOLING SCHEDULE:Schedule Value [](Hourly),MEETING HIGH TEMP RADIANT:Zone Radiant HVAC Heating Rate [W](Hourly),MEETING HIGH TEMP RADIANT:Zone Radiant HVAC Heating Energy [J](Hourly),RDC HIGH TEMP RADIANT:Zone Radiant HVAC Heating Rate [W](Hourly),RDC HIGH TEMP RADIANT:Zone Radiant HVAC Heating Energy [J](Hourly),RPLUS1 HIGH TEMP RADIANT:Zone Radiant HVAC Heating Rate [W](Hourly),RPLUS1 HIGH TEMP RADIANT:Zone Radiant HVAC Heating Energy [J](Hourly),NaturalGas:Facility [J](TimeStep) 
 12/25  05:00:00,4.0,,3.521865699887022,13.290647069978862,53.29602344570718,16.083894777351503,44.50133110419684,13.98669815205562,50.93510356094253,16.026306743398706,44.66516721734924,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  06:00:00,5.0,,4.99999999306913,13.26243407322917,53.38625540951087,16.056321057982338,44.573203083242966,13.886860342747616,51.2587037652822,16.020255399586777,44.676012795868694,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  07:00:00,3.6,,3.400579190233755,13.047139453196214,54.83161944510672,15.89423789511868,45.610474565733846,13.714583051132859,52.49568653582881,16.01288436303487,45.26585921104353,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  08:00:00,5.0,,4.99999999306913,21.402324347451056,32.479702578700206,20.519451681153324,33.870363604499275,21.043970523189397,33.153855692864624,16.01186849218449,44.69995955305084,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7068.737426467724,25447454.735283814,27601.677900775863,99366040.44279318,30789.884778640182,110843585.2031047,261841200.42353523 
 12/25  09:00:00,5.0,,4.99999999306913,21.019374445366818,32.66299801461088,20.88215733728473,32.93785119160859,21.330936684780248,32.043097478721904,16.010084860945135,44.70505402371293,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,7248.816485398696,26095739.34743531,26844.134343403337,96638883.63625203,29145.674900878315,104924429.64316195,252954502.91872138 
 12/25  10:00:00,5.4,,5.18576705982521,21.505484876982894,32.148999320984004,21.036842647295337,33.086463856711035,21.561848943490247,32.03814956861251,16.01097366607562,45.333828372468346,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,5894.758728518162,21221131.422665384,21556.63832007364,77603897.95226511,21854.819935349413,78677351.7672579,197224867.93576485 
 12/25  11:00:00,6.0,,5.482397359505887,21.440446752689788,31.83365073511832,21.012573030553355,32.679086965430976,21.540324003379006,31.639190382382623,16.01524369483932,44.696747824557974,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4891.998893671935,17611196.017218962,17765.924969226322,63957329.889214754,17277.12054670501,62197633.96813804,159740177.63841307 
 12/25  12:00:00,6.0,,5.999996891693594,21.41123973005874,31.889412804487343,21.038067224674016,32.6279284518769,21.45675439533724,31.800518781368744,16.022073279246335,44.67724839879506,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4116.858367226335,14820690.122014806,14813.21319958506,53327567.518506214,14016.126446089873,50458055.20592354,131784792.05160506 
 12/25  13:00:00,5.9,,5.681470174350074,21.379817121095545,32.36990693873177,21.01393539024509,33.103230051887365,21.430442204327655,32.268824972078164,16.0270632285028,45.24642945829547,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,3420.1264231729842,12312455.123422742,12429.53001446172,44746308.05206218,10676.930065272834,38436948.23498221,106106346.01163015 
 12/25  14:00:00,6.0,,5.999996891693594,21.279666518001136,32.1475495387793,20.986613596152495,32.731280102452885,21.304188901894875,32.09923440936445,16.03137512126429,44.65070510572758,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2891.0781644179297,10407881.391904548,10473.147372433757,37703330.54076153,8595.151672999214,30942546.022797167,87837508.8394036 
 12/25  15:00:00,7.0,,6.462457473030355,21.298558971332316,32.11707891741401,20.977154482614118,32.75503655945208,21.327768032051722,32.058004762309174,16.036403494834865,44.64278213989188,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2454.8040356682272,8837294.528405618,9553.232714990587,34391637.77396611,7348.515213225969,26454654.76761349,77426207.85553913 
 12/25  16:00:00,6.7,,6.474695766922502,21.13183629568025,32.858293716840606,20.941652218053928,33.24456160399157,21.151672045011722,32.81829925189272,16.03961584893321,45.20191081858992,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2295.620738998529,8264234.660394704,9489.573022667006,34162462.88160122,6888.3405390768985,24798025.940676834,74694137.20296973 
 12/25  17:00:00,6.0,,5.999996891693594,21.20966728997786,32.28590051413504,20.952657242421896,32.799679156127084,21.184306483439535,32.336193856076896,16.039377150375667,44.627887802740204,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2878.3259050834076,10361973.258300267,11265.702882106383,40556530.37558298,10006.405726772558,36023060.61638121,96601738.05584939 
 12/25  18:00:00,4.2,,4.199996118635857,17.893078457011114,39.77466888874965,18.9314935717745,37.22136762928405,18.85565837789879,37.415019302093114,16.030983099593303,44.65182578370284,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  19:00:00,3.5,,3.301520373086135,16.942913624501376,42.713640053286824,18.443440930469084,38.85457784087401,18.257202871877006,39.31207830471027,16.02049312869818,45.29295914525079,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  20:00:00,4.7,,4.208133593603584,16.410933702356477,43.58346789365322,18.19872827013574,38.92271766308117,17.82776454882562,39.842325245587865,16.01302869254193,44.70307386824149,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  21:00:00,3.3,,2.8354963206959427,15.895258447477985,45.04180400356273,17.907621018046758,39.64201114026547,17.46334319797981,40.76839458407929,15.999667165493197,44.74125671127237,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  22:00:00,3.1,,2.9048749405121246,15.563702616571618,46.66954676092182,17.70463818580287,40.72963869758737,17.207169001672142,42.0302003077762,15.988152802999895,45.418378187942665,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  23:00:00,2.6,,2.4089529581861218,15.807957643135023,45.94200292018875,17.93372334010565,40.143530658088444,17.147069737420697,42.187683782948085,15.99840407691255,45.385876527518136,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/25  24:00:00,2.9,,2.706502376406108,15.83365599093617,45.864193583315,17.995345224767163,39.98613717212709,17.031850587351013,42.49463708648614,16.003277252941835,45.36945005809643,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  01:00:00,3.3,,3.1032197236036336,15.702796322888698,46.247209248855555,17.885582396694883,40.260895070446566,16.86604633035067,42.941289899571004,16.000036193901508,45.37609177335952,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  02:00:00,3.3,,3.1032255743963515,15.565219007844036,46.660526331654125,17.752686849637648,40.60268085618636,16.682393964043236,43.44864012616416,15.995277860295214,45.39356659799913,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  03:00:00,2.9,,2.7065122682809246,15.45256072326126,47.00275289462635,17.64613129297336,40.87973200356792,16.505259273737153,43.94448373206728,15.992865702115129,45.40424075039494,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  04:00:00,2.7,,2.508150175633844,15.322141943966576,47.4013587173695,17.529354507903,41.18505514454325,16.320814195388902,44.46694212122134,15.991391971021425,45.411735500675995,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  05:00:00,2.8,,2.7356416082914476,15.188994603650537,47.46174251963702,17.408879568988763,41.198476772103305,16.137421147075532,44.66361384482979,15.990334579296015,45.08516767081869,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  06:00:00,2.5,,2.4999962365061004,15.030934501815866,47.59587762857305,17.269303582007204,41.25940041558481,15.939140145186533,44.901762046551084,15.988334157316892,44.76079499847943,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  07:00:00,2.1,,1.9130227770513912,14.274318690797031,50.7241805501806,16.66909481997717,43.49775455289044,15.540314627765976,46.74593127838399,15.963854868345376,45.49357951559273,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  08:00:00,2.2,,2.1999964695705883,21.31926978140714,32.38371604937352,20.559800106297168,33.69406046740756,21.3363875404336,32.249667117604055,15.954803540503606,44.85037406717456,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,6773.608292894647,24384989.854420736,25672.670597615524,92421614.15141588,26151.988810368777,94147159.71732764,234393070.8035158 
 12/26  09:00:00,2.3,,2.299995568615803,21.130355353666946,32.43184684223438,20.96025762420684,32.771267062112415,21.32967008615872,32.03778186582853,15.94615348667815,44.87518107895937,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,6338.958609998614,22820250.995995007,22880.035898934624,82368129.23616466,22099.990542088064,79559965.95151703,205275940.2040852 
 12/26  10:00:00,1.8,,1.615525975025589,21.33622414328002,32.525127609338,20.98690480385777,33.23021971629971,21.434158196938498,32.33049823753626,15.937743292117794,45.60416686251611,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,5351.494583596303,19265380.50094669,20031.38009497177,72112968.34189838,18488.406532359608,66558263.5164946,175485124.84371072 
 12/26  11:00:00,4.0,,3.521792411746795,21.386230538461028,31.9305247358186,21.00208669975618,32.69077253463138,21.476159949222726,31.754468490449334,15.938431331330857,44.90379709439273,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4449.625270535438,16018650.973927578,17516.023930721924,63057686.15059891,15488.102252098628,55757168.10755506,149815005.81342396 
 12/26  12:00:00,2.9,,2.4431628444145703,21.332008425825027,32.035434012202494,21.011689570643707,32.671565621096434,21.392631653159707,31.916516092368735,15.939081973932456,44.90192911010999,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4141.802823286808,14910490.163832508,16167.259102430478,58202132.76874972,13988.198576583522,50357514.875700675,137189042.00920323 
 12/26  13:00:00,2.9,,2.3816253231142155,21.326377844027494,32.522118556176665,20.967461577690866,33.24467917297319,21.392444732171413,32.38947834207809,15.936939227053658,45.57191239105033,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,3647.0966570074065,13129547.965226663,14472.8823359249,52102376.40932964,11551.367425292206,41584922.73105195,118685385.67289805 
 12/26  14:00:00,3.0,,2.54122997202403,21.233847493872343,32.22876544621446,20.981377160169693,32.73244182546529,21.28997901660818,32.11798725974302,15.936714675792853,44.90872510118274,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,3303.9866135830744,11894351.808899067,12823.725733267609,46165412.63976339,10028.920565181115,36104114.03465202,104626531.64812718 
 12/26  15:00:00,3.2,,2.737398900991781,21.27049230811395,32.16383601041793,20.945386450246403,32.80963170972653,21.317356429426212,32.06931721551069,15.935687329758188,44.91813376123655,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2983.1321266682908,10739275.656005848,12199.00059855829,43916402.15480985,9111.323436869934,32800764.37273176,97173824.64838606 
 12/26  16:00:00,3.1,,2.774082895832102,21.01098685725415,33.136044070561525,20.852134645259387,33.461354436359024,21.07786403781776,33.000153281088224,15.933179381812995,45.55564338488198,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2694.535025162551,9700326.090585183,11606.730872739867,41784231.14186352,7870.393002271486,28333414.80817735,88686635.60069561 
 12/26  17:00:00,4.0,,3.9999953666522607,21.06636270244702,32.561883039690684,20.957865585603855,32.77974876670843,21.122346437928982,32.45010443585861,15.934269734976793,44.91574550847761,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,2863.3554115167476,10308079.481460292,12346.515435813231,44447455.56892763,9616.848336987092,34620654.01315353,99306876.73726827 
 12/26  18:00:00,2.3,,1.854697677868141,17.555186116221968,40.6410294461434,18.71200184830748,37.73619917028813,18.71517078059937,37.74124211151178,15.927317676187727,44.93571465862808,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  19:00:00,1.6,,1.294575236296338,16.950969261745676,42.725232610198816,18.220381320459786,39.43582242853326,18.18081630003369,39.53416942749344,15.919814812985841,45.62460667615874,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  20:00:00,1.9,,1.8999974377189826,16.417752750517536,43.54606579983775,17.943415686469216,39.5356150540744,17.79487097859917,39.90760965533597,15.91382619013957,44.96802635453671,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  21:00:00,1.5,,1.499999942474775,15.988719310082828,44.75367614083852,17.719122943112687,40.09807586851991,17.469691696838744,40.73438617482731,15.90520588750077,44.992820972436874,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  22:00:00,1.8,,1.6155193977946325,15.67903530647184,46.36250491958997,17.536788395342306,41.19583495401993,17.209563840111862,42.05705327178481,15.897993436704704,45.716987593956986,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  23:00:00,2.0,,1.5603979753601984,15.42474145436268,46.39934551946629,17.373003080308354,40.98379242482799,16.97268700784791,42.03589507058603,15.892638898710324,45.028994570409075,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/26  24:00:00,1.9,,1.5892805951638846,15.838044981342778,45.5396481434973,17.685406456294093,40.496751235911134,16.95287880339216,42.41608025114959,15.910650953199388,45.326964560926534,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  01:00:00,2.4,,2.2106600830948158,15.190383506994692,47.84134989399981,17.253204749689214,41.94085836456313,16.613624683012223,43.67536413781703,15.899976513616227,45.7079592169966,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  02:00:00,2.4,,2.210679103113829,15.488308533047066,46.93684082757985,17.39991451206607,41.557266208610905,16.543149088701412,43.87770354627858,15.908950894345942,45.68912265220692,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  03:00:00,1.7,,1.5163482722870405,15.52158352740704,46.84386662018581,17.450346530489615,41.431319387308655,16.429320626363964,44.20350619839391,15.915280582181655,45.67756361561836,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  04:00:00,1.6,,1.4171656546637847,14.656518908821031,49.54215621279689,16.781209100037334,43.23757083726352,15.987814163049057,45.475894018110914,15.891577601663787,45.75426558143679,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  05:00:00,1.5,,1.4391509520012469,14.896886876821943,48.382982554521796,16.903250020446517,42.55676880740517,15.898586078183941,45.369343804643556,15.900015887147852,45.36519489463497,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  06:00:00,1.3,,1.2999968118603555,14.319466270514567,49.82216731357333,16.484448110280344,43.355813233085655,15.557963776502095,45.998858952506104,15.882236752292913,45.05248541678668,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  07:00:00,1.0,,0.8219760187141432,13.965579234747274,51.807128609613386,16.173137835939038,44.94458582026476,15.242552965621531,47.70490996962269,15.86488486613576,45.83846340502706,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  08:00:00,1.1,,1.0999954707169426,21.347650241929202,32.375948193546,20.439309970175973,33.98089611882375,21.17062001940968,32.59431306040483,15.86131451601526,45.112814068784104,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,6864.079207720835,24710685.147795014,27287.04350318619,98233356.61147028,27439.202910434713,98781130.47756499,246361302.48536694 
 12/27  09:00:00,1.0,,0.5793007582958689,21.06882760179592,32.55018596683553,20.902691104271547,32.88292001381408,21.341802770897324,32.009314546719494,15.853654882878912,45.13492544372107,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,6698.747911335041,24115492.480806146,25642.53341869304,92313120.30729493,23372.389368028707,84140601.72490335,222854682.79222715 
 12/27  10:00:00,0.5,,0.32601525536859427,21.319822311525794,32.59704308785357,20.971419682410584,33.30191216353134,21.436858184515607,32.36405982887363,15.846289672902223,45.92689636673795,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,5605.357234745121,20179286.045082435,22273.64238314949,80185112.57933816,19401.489490358224,69845362.16528961,189121956.43301135 
 12/27  11:00:00,2.0,,1.5603611781179214,21.3598956501709,31.97313778064672,20.96833619751665,32.74923420084812,21.47694119010173,31.74378662650922,15.844489043549743,45.16139952009917,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4731.5602040836675,17033616.7347012,19837.57513272355,71415270.47780478,16685.627921087504,60068260.51591502,165019053.03157887 
 12/27  12:00:00,1.5,,1.0698615328177226,21.303973438962274,32.08129530427553,20.983670499669707,32.71842241361789,21.39019637496089,31.912132921901616,15.843815098440183,45.163346327485755,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,4307.439374925591,15506781.74973213,17649.522812404382,63538282.12465578,14411.090001589366,51879924.00572172,145472208.75567734 
 12/27  13:00:00,1.7,,1.3934804011344322,21.298488211150357,32.626541541228654,20.95460554575797,33.32047647276831,21.37933088698616,32.46365901040478,15.842992830154799,45.91477167393692,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,3701.8996657451607,13326838.796682578,15375.014428959625,55350051.94425465,11605.37741106681,41779358.67984051,122729166.02308637 
 12/27  14:00:00,1.6,,1.1679702998552182,21.20878188994873,32.269088637079996,20.961591191153154,32.76285090220421,21.29619907818026,32.0965090523299,15.842456694326108,45.16727186959591,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,3464.519995787866,12472271.984836318,14235.885623263835,51249188.243749805,10671.392057733894,38417011.407842025,113487190.70714237 
 12/27  15:00:00,1.9,,1.8999973861905244,21.27329025829079,32.13997836474619,20.942554893821907,32.796468196896186,21.329210089651557,32.02751650148166,15.842739211085641,45.15995801008525,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,3156.677205689768,11364037.940483164,13629.28529134506,49065427.04884222,10129.659851380266,36466775.46496896,107662489.39366038 
 12/27  16:00:00,1.9,,1.7148200061126377,21.029843614930996,33.174099062390866,20.851381679622524,33.540182288133366,21.077045036247426,33.078027633093825,15.841016825490948,45.93078744523873,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,3006.500997466563,10823403.590879627,13278.720650540914,47803394.34194729,9232.936243716862,33238570.477380704,102072631.56689735 
 12/27  17:00:00,2.4,,2.399997588378591,21.021255620534752,32.63817264932901,20.929596245294796,32.822615078304494,21.117332997915312,32.446092221148724,15.840628896309168,45.16605555927784,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,3191.930061935073,11490948.222966263,14067.721270437569,50643796.57357525,10995.960671258976,39585458.416532315,113022448.01452649 
 12/27  18:00:00,1.4,,1.3999974342258727,17.405811548639456,41.01346387111607,18.51291918470591,38.2034460728164,18.599799363918713,38.003459507850074,15.83636500962182,45.178379068722386,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  19:00:00,1.0,,0.7626627938825298,16.803179005364385,43.2478613788949,18.030716011438237,40.019695865090114,18.03309128341219,40.014190008559844,15.830046252984525,46.01506182277378,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  20:00:00,1.0,,0.9999972378161698,16.233896444028446,44.04690221265891,17.713564359088796,40.10083181223395,17.610572665671604,40.36263377515738,15.824578152043424,45.21246424846728,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  21:00:00,1.0,,0.9999972378161698,15.840894146713234,45.1655585930059,17.50937124085499,40.6205575055677,17.290523926001065,41.186470342723815,15.817957276579168,45.23162407535564,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  22:00:00,1.1,,0.921375446936027,15.514547310363845,46.967339630249974,17.31990863582,41.865345516657385,17.01933824677237,42.66988833652947,15.811766949982804,46.08100616359926,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  23:00:00,0.3,,0.1277095329706438,15.772179599459717,46.19884590841407,17.527104517295086,41.32142196869506,16.912773664837218,42.95981015298505,15.825461705029518,46.04157090402412,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/27  24:00:00,1.1,,0.9213808328304001,15.725422928914991,46.338289916074324,17.527065702071845,41.32235795899796,16.73351743787164,43.452411456364615,15.829907119232859,46.029404968660614,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/28  01:00:00,1.2,,1.0205868899455526,15.500372224381577,47.01248670725026,17.341469187589965,41.81067019814845,16.48559968533831,44.143833673290054,15.822363530137675,46.05255776648862,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/28  02:00:00,1.3,,1.119782224850645,15.317653010746616,47.56622752157907,17.178117788105624,42.24421593079761,16.24435994919756,44.826724839807845,15.812385459743433,46.08104296325311,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/28  03:00:00,1.5,,1.318183542742975,15.184408611823324,47.97487065272486,17.075396185499134,42.51954469856493,16.034297891272836,45.43136923046387,15.80516666884836,46.10187101002004,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/28  04:00:00,1.6,,1.417380931984086,15.07697043171554,48.30714453941069,16.994029748553746,42.73897493042894,15.849056962716645,45.97211581539239,15.800589296788887,46.11491239825294,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/28  05:00:00,1.8,,1.7383849613945188,14.956539050415348,48.246976415680656,16.90610165817592,42.59287355591445,15.665823409069004,46.09776941604983,15.797015841956615,45.71212958438061,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/28  06:00:00,2.0,,1.999994999273465,14.835463724441718,48.18529693954287,16.811894471773513,42.46088864732705,15.480308101478874,46.22753096414606,15.794216209687592,45.3069161637323,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/28  07:00:00,1.8,,1.615796882574445,14.153464892320606,51.292963449028235,16.277719136080673,44.74376202758552,15.121694169313237,48.18049309868274,15.773924213983301,46.203947847843146,5.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 12/28  08:00:00,2.0,,1.5603611781179214,21.296886699152658,32.440968075956704,20.472039496612368,33.90746022421578,21.036527985557534,32.86717512629251,15.770855853531982,45.37471383070384,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,6890.594810437094,24806141.31757354,27360.737922511875,98498656.5210428,28622.247620934406,103040091.43536389,251494321.4155336 
 12/28  09:00:00,2.0,,1.5603611781179214,21.09237387674756,32.50295858890781,20.909074462642288,32.869965948525866,21.366730668973435,31.96041531328737,15.77013649508295,45.37680326932523,20.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,6588.923595774455,23720124.944788035,25512.946826118277,91846608.5740258,24127.650200493787,86859540.72177762,224918082.48954606 
