Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly),HEATING SCHEDULE:Schedule Value [](Hourly),RDC THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RPLUS1 THERMOSTAT SCHEDULE:Schedule Value [](Hourly),COOLING SCHEDULE:Schedule Value [](Hourly),ALWAYS ON DISCRETE:Schedule Value [](Hourly),ALWAYS OFF DISCRETE:Schedule Value [](Hourly),ALWAYS ON CONTINUOUS:Schedule Value [](Hourly),ALWAYS ON:Schedule Value [](Hourly),ADU RDC-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 1:Zone Air Terminal Sensible Heating Rate [W](Hourly),ADU RPLUS1-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 2:Zone Air Terminal Sensible Heating Rate [W](Hourly),FAN CONSTANT VOLUME 1:Fan Electricity Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Electricity Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Electricity Rate [W](Hourly),Electricity:Facility [J](TimeStep) 
 03/13  24:00:00,5.2,,3.6855491304188255,17.29330273953426,41.946674324458854,22.007047426508205,23.468300868435833,22.138027607253473,23.28164082335354,20.884292569411116,33.52747024087226,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1575.1628935667236,1179.6791893464258,1861.9102397492563,374.47229198639036,105.28344444692425,0.0,0.0,7081897.26310625 
 03/14  01:00:00,4.8,,3.5271363004210636,17.003464176504988,42.728933354930234,21.742616616239417,23.853286079250484,21.844688986148466,23.704998838852482,20.84748303631943,33.607898014669466,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1452.6588054170168,1114.503648933163,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 03/14  02:00:00,4.5,,3.242699014298228,16.75862250055596,43.39629674530857,21.63921887917513,24.003594672383507,21.69510463647698,23.92169899724307,20.805284747233344,33.69394232446402,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1621.9335790752116,1326.8078542907958,1861.9102397492563,705.252214600902,234.2167482786205,0.0,0.0,7586879.681550623 
 03/14  03:00:00,3.4,,2.4697834392912945,16.46107843830317,44.2226185322664,21.440703129592777,24.295590987174265,21.467307719324598,24.256030238277855,20.75942762530563,33.787166635193245,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1569.170714875636,1322.6239785118864,1861.9102397492563,381.5789790158444,131.04309867293807,0.0,0.0,7197843.538228892 
 03/14  04:00:00,2.5,,1.8630568008838553,16.21078925071489,44.93188320907309,21.26557410475994,24.55683395843577,21.263795833589633,24.5595133786665,20.711141871363875,33.886434563991706,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1651.4914984799395,1434.2751494189595,1861.9102397492563,648.305474622411,227.95725399121605,0.0,0.0,7564459.538312957 
 03/14  05:00:00,2.3,,1.6686121526234103,15.980860426662288,45.60423702201632,21.073554388403544,24.852277132728638,21.04203086999767,24.900458778240573,20.661558201685125,33.99595183754599,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1618.5964756174988,1447.9742524582146,1861.9102397492563,575.5509335272436,202.85899111017952,0.0,0.0,7469639.256639687 
 03/14  06:00:00,1.8,,1.1823044211440754,15.76970648839469,46.226675985645464,20.904232468997296,25.113577532644687,20.83619768858187,25.21892792548281,20.609620465443665,34.10668507313141,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1587.512225514489,1472.8461605222692,1861.9102397492563,629.1095547991814,222.48179592010942,0.0,0.0,7543923.070921205 
 03/14  07:00:00,1.6,,1.1726363682899497,15.563316164255149,46.863245746044804,20.729265084822067,25.39703908111324,20.626062056232403,25.559065521272302,20.55547596835617,34.23628762780267,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1536.9824428231111,1478.9537417595704,1861.9102397492563,569.3385914883133,204.6872231249903,0.0,0.0,7476907.835847308 
 03/14  08:00:00,2.1,,1.6632354666945708,15.503528080505577,47.05751486490796,20.952118690341745,25.058667267151115,20.697458993038154,25.454547134598904,20.504543075051615,34.35441909072103,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,867.1863172639174,1113.239337552301,1861.9102397492563,584.6873533451429,209.3923184106576,0.0,0.0,7494599.232790165 
 03/14  09:00:00,5.2,,4.27119907481725,15.696266467660397,46.484226215652285,21.47851992341832,24.264929859230836,21.101114268063455,24.832871828491406,20.480126301566813,34.40934371502181,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,60.09795480379653,485.2992739478526,1861.9102397492563,0.0,0.0,0.0,0.0,7287018.54224959 
 03/14  10:00:00,8.8,,6.110134760781952,16.02727886220692,45.51631873757747,22.288319967071928,23.099111114374182,21.89580693583648,23.6581848282506,20.497039904293075,34.37760824610703,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,0.0,279.3296129887958,1861.910239749256,0.0,0.0,0.0,0.0,7583482.140338633 
 03/14  11:00:00,10.3,,7.551377864316297,16.33967317394375,44.61807026901178,23.139748656606226,21.9352737763872,22.82482279672319,22.357741590851106,20.564949245771942,34.23426421977008,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,44.76221156859063,342.5706804954127,1861.910239749256,251.22365142706388,64.47032382082665,0.0,0.0,7862720.184090924 
 03/14  12:00:00,11.6,,8.42943021148771,16.99132016821231,42.80150252872866,23.831811579200085,21.03400141399049,23.701748380325565,21.199818286019937,20.682338123814212,33.98061580524366,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,182.8225236769419,289.8355335747618,1861.910239749256,201.01757939057984,50.559536243509356,0.0,0.0,7700931.151313942 
 03/14  13:00:00,13.0,,8.83496823152825,17.9138742806167,40.36929187351374,24.40914467392357,20.312008607794958,24.50234349582371,20.199853119733504,20.818655205499503,33.686455947937475,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,447.2423598333943,282.7103013702047,1861.9102397492563,132.82293947385102,32.68175496021799,0.0,0.0,7434828.640151714 
 03/14  14:00:00,14.1,,9.443242967203563,19.00283774446012,37.6787921135665,24.937931734375137,19.66539785158619,25.208825890558778,19.35082788409015,20.999434826302906,33.29004720638741,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,709.2051351796737,263.2124734168632,1861.9102397492563,172.98906598069968,41.77846478643694,0.0,0.0,7379906.836036274 
 03/14  15:00:00,14.9,,10.002656787462403,20.09220733217664,35.191050492567186,25.35134758632357,19.176052289622003,25.756850648505655,18.720153056956693,21.168392995889576,32.92736322708065,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,937.5553151311087,249.11818249446657,1861.9102397492563,118.15927178748373,28.210164914262002,0.0,0.0,7159627.1004550755 
 03/14  16:00:00,15.3,,10.102003756243954,20.97556939889183,33.31142597898081,25.55862491509715,18.93478500676758,26.049581489775726,18.391947692909817,21.329954577437782,32.59173027689834,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1215.2364647130141,356.7305764706109,1861.9102397492563,99.73670376754183,23.667917994248686,0.0,0.0,6953329.962440888 
 03/14  17:00:00,14.9,,10.001804635300136,21.657203599016345,31.945068048790866,25.48964240045621,19.011351943624767,25.981222721900913,18.46532672015946,21.464685479904244,32.32179828756321,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1429.7862892591195,541.8480591040973,1861.910239749256,0.0,0.0,0.0,0.0,6702876.863097323 
 03/14  18:00:00,14.2,,9.299728404183153,21.681812120558845,31.89541079347486,25.247713319538775,19.28700959665957,25.626130350659437,18.8583155139235,21.58707374010637,32.08079491272996,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1767.0818298592403,994.8765353410577,1861.9102397492563,352.47681114068416,84.98287131170962,0.0,0.0,7008815.199819477 
 03/14  19:00:00,12.7,,8.679798962086952,20.840473935199938,33.59956134197664,24.79076996958075,19.825765103569623,25.016260797841976,19.56123112524933,21.67763101401184,31.912582275299883,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1851.650055650119,1285.239761035371,1861.910239749256,563.3642268154069,138.95963272030423,0.0,0.0,7203131.540890418 
 03/14  20:00:00,8.6,,5.311857083586068,19.98211682214164,35.429578181476444,24.166350752513875,20.5829982391194,24.35550488927555,20.350713150061736,21.726070228173008,31.820425265548636,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1730.786008971144,1232.0298128534264,1861.9102397492563,567.420878708184,149.7355667053164,0.0,0.0,7375808.653325477 
 03/14  21:00:00,7.1,,4.1651419007300206,19.332750726311,36.89377655878454,23.6967614837249,21.17590755965785,23.865778091839584,20.961582725601367,21.747015836598564,31.787079875831257,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1592.0044225868446,1140.2949759979683,1861.910239749256,503.71335776852266,136.44851803181882,0.0,0.0,7432014.148574281 
 03/14  22:00:00,5.6,,3.910411927902687,18.781459300390377,38.19597167416252,23.323744951490607,21.664048621380907,23.48363457520623,21.456003153721305,21.743370427693044,31.804109651312828,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1647.7515536027292,1201.578513820618,1861.9102397492563,498.8428453468397,138.8698629818924,0.0,0.0,7373108.431111546 
 03/14  23:00:00,4.9,,3.184487815390004,18.288376968331672,39.388732453880934,22.99075142097309,22.101773095340235,23.1490167672899,21.891132256181358,21.718887025982813,31.847564622056616,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1664.0065694469602,1217.9760358680678,1861.9102397492563,416.19843121365733,133.06444248060734,0.0,0.0,7204708.939701268 
 03/14  24:00:00,4.2,,3.0281177787060756,17.94514968959625,40.240446543235194,22.71843398556134,22.465554007501638,22.836453560979244,22.305392314554535,21.683086279030668,31.911874738239796,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1563.437548778486,1187.908880119419,1861.9102397492563,379.6837819102377,126.98899260622879,0.0,0.0,7182267.370729926 
 03/15  01:00:00,4.1,,3.211100098168564,17.657193428009258,40.9666010184425,22.46773811204029,22.804321953450145,22.544189213654054,22.69863565414883,21.64123377591705,31.98558031973598,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1427.775380173291,1129.2952218943565,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 03/15  02:00:00,3.9,,3.155487814220806,17.399483829809473,41.629436687367296,22.364768767303502,22.94244686479102,22.393277131399277,22.902702040168514,21.594038115549385,32.0709401507571,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1596.3488230641722,1343.4838704550582,1861.9102397492563,695.1603623183739,241.11303522031105,0.0,0.0,7613755.284289223 
 03/15  03:00:00,4.0,,3.457876076275357,17.17181223139192,42.22483671066529,22.208244040421917,23.157377538844635,22.193877235502633,23.177647851269803,21.545011552653897,32.16081382150936,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1480.2470512375153,1303.6825731056335,1861.9102397492563,382.76209145160396,135.6321833950317,0.0,0.0,7215423.348105883 
 03/15  04:00:00,2.6,,2.1530602395331515,16.873538242376505,43.009533934701174,22.001047435022638,23.44006365144988,21.966448256503234,23.48959153161236,21.49280917452023,32.24779895423996,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1614.4326802311089,1448.7297401559122,1861.9102397492563,539.257293142303,192.78249507341621,0.0,0.0,7431714.688357657 
 03/15  05:00:00,0.6,,0.3081943184124097,16.55250029481813,43.89154313825145,21.678039782928764,23.904601513857962,21.631810225109103,23.97226427453691,21.44004431050842,32.34860232214244,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1499.8035820302848,1365.8596189551322,1861.9102397492563,406.9384982420276,148.46836585884662,0.0,0.0,7264562.387726092 
 03/15  06:00:00,1.8,,1.430261586380015,16.37053656803263,44.39895774074922,21.49055734993097,24.178265889741887,21.398135388172328,24.31554164342736,21.38503551256234,32.45518151658101,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1370.7946342407456,1319.5766504596952,1861.9102397492563,379.7519295041888,137.41193778506027,0.0,0.0,7222531.941956573 
 03/15  07:00:00,2.0,,1.5644235897265442,16.194347218398583,44.89327486128442,21.366771956429847,24.35838618566486,21.22575947837058,24.56995307462914,21.325072979682293,32.56942953806769,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1370.0382288030335,1387.8851287562857,1861.9102397492563,448.70911544698373,161.20253960163512,0.0,0.0,7312414.202962966 
 03/15  08:00:00,0.6,,-0.08689145494782201,16.030373467908134,45.37718523484823,21.490543889087903,24.180484905602512,21.23727310074891,24.558805940573624,21.265790295454117,32.696318246423736,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,927.0642716258751,1163.1789225824384,1861.9102397492563,447.3040023630783,159.89495828583279,0.0,0.0,7307481.659908176 
 03/15  09:00:00,4.2,,3.1673411583693047,16.31892471355718,44.545469638679464,22.032290565565443,23.391365987701562,21.65664827252926,23.93390158425125,21.236128058766504,32.7525645879342,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,53.42470895482076,461.93223440744055,1861.9102397492563,0.0,0.0,0.0,0.0,7301783.5147196185 
 03/15  10:00:00,8.1,,6.236290285582857,16.69861341678878,43.471172045334555,22.880452333250098,22.212022842652544,22.485056333184197,22.751122922771128,21.246358619629138,32.72374302946782,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,0.0,314.551489307434,1861.910239749256,104.58557600357318,27.955251360725633,0.0,0.0,7722715.402542971 
 03/15  11:00:00,11.0,,8.082493741335075,17.062718643640693,42.47044310280013,23.857493275574857,20.937521268073056,23.522920377366294,21.363481398716544,21.299826147755553,32.61069397319664,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,65.04653397045207,373.54063591471856,1861.9102397492563,184.2422442600112,46.74854964459368,0.0,0.0,7781093.586730342 
 03/15  12:00:00,12.7,,8.88546534796307,17.75320608932308,40.637093888414405,24.697124528656683,19.896574999578714,24.577418202054645,20.040419906283514,21.41183115121831,32.36991942203527,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,259.4395765780433,352.59818572256535,1861.9102397492563,256.45427365075716,63.19502057054865,0.0,0.0,7736043.708911347 
 03/15  13:00:00,14.1,,9.771235174501655,18.701292305336473,38.26373538618763,25.28855954479514,19.193597826991578,25.394796924477777,19.073153367648736,21.558706797571,32.05804330715219,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,508.55163505571045,319.3547384632173,1861.9102397492563,187.91376095315695,45.36543030853358,0.0,0.0,7466856.405077075 
 03/15  14:00:00,15.2,,10.364182666829109,19.84198097995847,35.611575634335814,25.81297998446039,18.58978781226456,26.10589090792551,18.2706697813412,21.723393005191166,31.7104086719028,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,696.6399792056283,226.18580912108536,1861.9102397492563,137.0274537452635,32.53999364623134,0.0,0.0,7359468.148169687 
 03/15  15:00:00,16.1,,10.63595192564903,20.93704827870942,33.26254464014514,26.20615521702361,18.151863975170702,26.643267260989425,17.69010314143065,21.891313147591845,31.368979787144553,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1017.5204204916015,273.2337354084567,1861.9102397492563,128.97341207701075,30.181941935657996,0.0,0.0,7082332.789554548 
 03/15  16:00:00,16.1,,11.363042322206624,21.801045385339556,31.533222699794788,26.357057124283337,17.983700795064774,26.877884095790606,17.440540299477426,22.03978253325138,31.074152941685274,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1258.8199301695759,352.12013448356413,1861.910239749256,135.75543744463724,31.790149992828237,0.0,0.0,6985404.386511813 
 03/15  17:00:00,15.1,,10.27739975252618,22.50279451905558,30.207840660110563,26.291933280938444,18.050598772933377,26.814135914907226,17.503717232218424,22.20059340428079,30.7669861314047,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1450.7200572713991,516.5343997858931,1861.910239749256,0.0,0.0,0.0,0.0,6702876.863097323 
 03/15  18:00:00,13.8,,8.73000102422387,22.784605784956625,29.691860579512824,26.06854217273127,18.28897639630471,26.50897451297948,17.819654613620187,22.317898668930184,30.545553070556423,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1760.0126848402547,900.7300090358417,1861.9102397492563,313.4876343625968,76.10692760593157,0.0,0.0,6976861.802478677 
 03/15  19:00:00,12.3,,8.941837356197752,21.825388719184673,31.488767076625756,25.581261444152908,18.8289578989948,25.859535307336976,18.52128234298796,22.40345804236224,30.39283978462348,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1937.7458444749257,1284.9653633274083,1861.910239749256,600.8868507606169,149.1069470666223,0.0,0.0,7239661.872537163 
 03/15  20:00:00,11.3,,8.347730997194995,21.030563418745945,33.05682753593031,25.015884813179344,19.4737261645567,25.228937285935352,19.228174518202948,22.465398092260962,30.28041144244213,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1779.3790369860653,1240.2384944528237,1861.910239749256,601.760348300878,151.4477453514713,0.0,0.0,7439955.755454485 
 03/15  21:00:00,6.9,,4.95710068529314,20.211425033034132,34.78127150903128,24.44856109591604,20.15120528213577,24.671318956440704,19.884392042467127,22.479347134689004,30.263950013804315,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1782.9041209000966,1229.5197451886613,1861.910239749256,576.2299081205881,156.43142869531636,0.0,0.0,7405659.192779565 
 03/15  22:00:00,7.3,,5.892121145621516,19.717233005515894,35.87854327186347,24.086125874048463,20.603786359924975,24.28953297506049,20.35391794945521,22.47385979283544,30.289391032312743,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1650.1541146782415,1141.8972959092125,1861.9102397492563,503.0387579074431,135.65800882735374,0.0,0.0,7402048.600605453 
 03/15  23:00:00,6.6,,5.616063439110571,19.293767885570595,36.83903160621024,23.834918640772052,20.919085881772652,23.999378327865678,20.713323202579712,22.44818885435674,30.339458649911247,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1563.1953641254718,1121.7867366543496,1861.9102397492563,334.6301105847393,91.65237697277112,0.0,0.0,7032825.420199299 
 03/15  24:00:00,5.0,,4.148065302326194,18.903326407037497,37.74988324104142,23.563687222880134,21.264999204635295,23.70254742100385,21.087867405735498,22.41034014582982,30.411510685160945,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1566.368685880495,1160.8710372412756,1861.9102397492563,364.04369701738955,125.13321176333616,0.0,0.0,7175424.9967668895 
 03/16  01:00:00,4.5,,3.8757992435596935,18.55025488123128,38.58974642148894,23.305250121079293,21.597399729044902,23.414120630536566,21.455938720020853,22.367308468814706,30.48873135439681,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1525.9614988218286,1168.4044461258836,1861.9102397492563,347.8778643832741,122.01577690112134,0.0,0.0,7163868.637030128 
 03/16  02:00:00,5.6,,5.0938230172635555,18.36560859154058,39.03510066651723,23.109478729251936,21.852370816106554,23.167455580803566,21.77589712206289,22.32235300230493,30.569436432743725,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1327.349956720655,1068.452362900532,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 03/16  03:00:00,4.9,,4.407579310473395,18.109875228616573,39.657376443763695,22.99447873791728,21.99960568476519,23.010668396959638,21.97805752600172,22.271907961847678,30.655970917350345,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1515.619043226538,1290.9795092855009,1861.9102397492563,533.8920798719064,190.1195984935311,0.0,0.0,7421276.202167116 
 03/16  04:00:00,4.4,,3.917366170882655,17.85045669648546,40.30470334791782,22.83413515141841,22.211383671426795,22.815548301681357,22.236421454692852,22.219243266097738,30.750370480664817,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1492.1500846542401,1319.9913262191249,1861.9102397492563,410.79623289085123,146.49462935048695,0.0,0.0,7256492.995842436 
 03/16  05:00:00,3.8,,3.3967866390336585,17.620563692977594,40.89847009187494,22.668408497351088,22.438708203393595,22.618440203738352,22.506867040248462,22.165877921720153,30.85454831013101,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1543.428262380845,1408.986156211913,1861.9102397492563,539.4349382332613,193.31518151179384,0.0,0.0,7433610.644351011 
 03/16  06:00:00,3.3,,2.9712792979568943,17.411583724442053,41.45606149225446,22.50239324120068,22.67387090247709,22.41964345138609,22.788200219619814,22.111691758755445,30.967256326088783,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1526.2755757421164,1440.6423196949595,1861.9102397492563,551.0692406102108,198.77320914365362,0.0,0.0,7454404.763188145 
 03/16  07:00:00,1.4,,1.0970742342322768,17.160466039336413,42.11691439037013,22.30495735527312,22.946102984891105,22.19980818239273,23.093460295079304,22.05435011336913,31.0734863538961,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1554.3305777908972,1496.7557611033121,1861.9102397492563,553.9384150776134,201.60848342230423,0.0,0.0,7465459.836282757 
 03/16  08:00:00,2.1,,1.8503950759682806,17.171804793491827,42.1033166617358,22.33721677964657,22.91015570103352,22.17416866272018,23.13869389109189,22.004355435635727,31.180686241298293,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1204.8093637365782,1275.9159493981574,1861.9102397492563,635.2376840673139,231.07109176922495,0.0,0.0,7576839.439945859 
 03/16  09:00:00,3.9,,3.2912793844241373,17.388742986127554,41.556755507268974,22.408627534505385,22.82588066719838,22.230637134109084,23.074437032141574,21.96661904415174,31.27312608765951,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,756.4424382861852,908.4142637643287,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 03/16  10:00:00,7.2,,5.79840534088197,17.77745426521925,40.56140483564727,22.704127112285235,22.426177120032065,22.53074177672152,22.663468182803335,21.951626828186455,31.310302229446588,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,378.2220895268257,573.9823191972811,1861.9102397492563,0.0,0.0,0.0,0.0,7071244.085032597 
 03/16  11:00:00,7.4,,5.33939792470076,18.11893794446442,39.69969608665763,23.145029746609495,21.83598666903358,23.017308400754168,22.00539379258838,21.954859108107883,31.305077385344823,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,143.6803340691068,305.83702698364914,1861.9102397492563,0.0,0.0,0.0,0.0,7300545.228727931 
 03/16  12:00:00,11.1,,8.552916031302491,18.75155897844794,38.14781427396531,23.79587192040047,20.990964858512978,23.74718120842622,21.052645415388948,21.988032473982745,31.233258892894135,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,143.11767121238768,175.99069761340758,1861.910239749256,0.0,0.0,0.0,0.0,7454446.598987165 
 03/16  13:00:00,12.6,,9.718842830953326,19.46471663531176,36.47396063505574,24.41167979469209,20.220621772509624,24.4510090780293,20.173220546060428,22.056396537206254,31.091671429696,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,365.5397424279313,285.4582478208904,1861.910239749256,221.69422079986015,54.84952342492739,0.0,0.0,7576919.991970786 
 03/16  14:00:00,13.8,,10.485364372102554,20.246724619271284,34.72316096360454,24.88093574178673,19.647036332389867,25.03424284565125,19.468438607539625,22.146153329359567,30.899828645413436,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,556.5479902040265,264.9082587196855,1861.910239749256,142.93911167404897,34.746885939380455,0.0,0.0,7374270.181202746 
 03/16  15:00:00,14.4,,10.361073671317707,21.0382400402179,33.05260826185504,25.243733481829537,19.217053876825304,25.514469983692646,18.910392497280434,22.245253570209208,30.69832651863517,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,806.7437943506211,315.14723515539697,1861.910239749256,121.24732337711863,29.202990420795828,0.0,0.0,7148768.139581535 
 03/16  16:00:00,14.6,,10.422419415282356,21.696225963473967,31.736947076357573,25.464402338223884,18.961410938670067,25.813099510188167,18.573219819069173,22.345721150084707,30.503155814900502,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1033.5264062740105,401.10601439772154,1861.910239749256,106.79459894478808,25.64604308930524,0.0,0.0,7031927.130865871 
 03/16  17:00:00,14.0,,9.682022816651187,22.28752807189103,30.609864509938085,25.482109253436818,18.9399149639102,25.858724953644327,18.52153243326582,22.433543795910424,30.338208110370243,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1258.7413253375294,556.7302146592838,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 03/16  18:00:00,12.9,,9.056051000656376,22.563287418438705,30.113058724023173,25.30569061446448,19.147903524728758,25.649530595077227,18.760801604911435,22.51587224699051,30.199916201992416,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1571.9700904253234,874.8005195012464,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 03/16  19:00:00,10.8,,7.709432215867343,21.605131478600878,31.949270893979566,24.854752035591407,19.681816003864142,25.063777127012752,19.43836577954617,22.570089910248043,30.118641248039705,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1824.083969101363,1284.711222850546,1861.910239749256,548.5211263014058,139.52201751720858,0.0,0.0,7205156.126159274 
 03/16  20:00:00,10.0,,6.904695056983494,20.84398914925636,33.49418315948037,24.320685648765924,20.333797987420667,24.49156374024332,20.12673243565934,22.601150806867615,30.08196995206292,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1699.6949088157971,1231.0146443038536,1861.910239749256,557.1633845473253,143.30709202182462,0.0,0.0,7398765.436699035 
 03/16  21:00:00,6.7,,4.133407524766975,20.12814933919724,35.04055523375471,23.837438873851426,20.95180274896734,24.005928277942903,20.740643549875582,22.59563259469536,30.120080109192063,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1649.2598713176665,1190.68052265169,1861.910239749256,494.03608901301743,134.7591886874614,0.0,0.0,7316149.93603107 
 03/16  22:00:00,5.0,,3.2018005407668166,19.59409846477044,36.23446839718531,23.47527565478306,21.42263838388449,23.63170840865358,21.221581208365045,22.57217157288376,30.175838609640824,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1625.7629707575525,1187.421951130409,1861.9102397492563,489.9730157760955,155.43480434781955,0.0,0.0,7466617.520793825 
 03/16  23:00:00,3.9,,1.5426756482353141,19.115275037717133,37.331285427868494,23.196455662944032,21.78677045019626,23.315872237572083,21.630184693990262,22.528296508928793,30.25697931013101,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1572.689851849682,1193.9473592642307,1861.9102397492563,372.0100638036625,114.64512347581923,0.0,0.0,7134971.680941339 
 03/16  24:00:00,2.8,,1.5621444522945505,18.6730504010673,38.37472662278837,22.900412184887553,22.179209837257503,22.985670042365555,22.0650043490766,22.475995862789745,30.35144732894656,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1572.7462561311486,1242.4775290154937,1861.9102397492563,400.0148048277906,134.0326016702609,0.0,0.0,7208982.736970108 
 03/17  01:00:00,1.8,,0.6790404075929576,18.3140996524619,39.26497104789223,22.64074290867476,22.541194982396306,22.682379689751926,22.484333376396947,22.41636046506906,30.475231330444064,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1487.2289818794795,1230.249951751314,1861.9102397492563,360.39175241800376,122.81055944723632,0.0,0.0,7166802.008539486 
