Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),MEETING:Zone Air Temperature [C](Hourly),MEETING:Zone Air Relative Humidity [%](Hourly),RDC:Zone Air Temperature [C](Hourly),RDC:Zone Air Relative Humidity [%](Hourly),RPLUS1:Zone Air Temperature [C](Hourly),RPLUS1:Zone Air Relative Humidity [%](Hourly),SS:Zone Air Temperature [C](Hourly),SS:Zone Air Relative Humidity [%](Hourly),HEATING SCHEDULE:Schedule Value [](Hourly),RDC THERMOSTAT SCHEDULE:Schedule Value [](Hourly),RPLUS1 THERMOSTAT SCHEDULE:Schedule Value [](Hourly),COOLING SCHEDULE:Schedule Value [](Hourly),ALWAYS ON DISCRETE:Schedule Value [](Hourly),ALWAYS OFF DISCRETE:Schedule Value [](Hourly),ALWAYS ON CONTINUOUS:Schedule Value [](Hourly),ALWAYS ON:Schedule Value [](Hourly),ADU RDC-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 1:Zone Air Terminal Sensible Heating Rate [W](Hourly),ADU RPLUS1-AIR TERMINAL SINGLE DUCT CONSTANT VOLUME NO REHEAT 2:Zone Air Terminal Sensible Heating Rate [W](Hourly),FAN CONSTANT VOLUME 1:Fan Electricity Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING DX SINGLE SPEED 1:Heating Coil Electricity Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Heating Rate [W](Hourly),COIL HEATING ELECTRIC 1:Heating Coil Electricity Rate [W](Hourly),Electricity:Facility [J](TimeStep) 
 01/03  02:00:00,1.5,,1.0148347205869508,9.337859289720367,70.93166380511492,13.638682743772954,51.7963333998399,13.618132366164922,51.865618775328045,13.851387389738187,52.62022667899443,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1031.9242274368955,923.8503450105527,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/03  03:00:00,1.7,,1.1490456988895317,9.30066245180153,71.15312196570129,13.587202562398195,52.00194352684541,13.54516902283995,52.144538781766535,13.849532296285625,52.65876311997408,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1066.1069642200507,984.0410724753289,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/03  04:00:00,1.8,,1.3085534518303998,9.278194758618143,71.26877548669972,13.543048391906606,52.15746964974911,13.4747621617343,52.390090870156115,13.846394260088907,52.675309796507754,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1037.7207795423135,996.7718610731891,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/03  05:00:00,1.3,,0.8193220535371533,9.220608814457062,71.54091306013291,13.465294814837282,52.41874808740926,13.377645133077955,52.71919608109631,13.843573871335556,52.68127053416828,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1072.8442354442711,1054.763190596321,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/03  06:00:00,1.4,,0.9779311727045197,9.18003067623508,71.75202188485761,13.394758368620186,52.6714693606857,13.285195031754139,53.04935648052896,13.84226446344487,52.69684190552655,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1046.251574307042,1062.8773180868322,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/03  07:00:00,0.7,,0.23234889867168346,9.10209943961334,72.16419654251558,13.307692320089808,52.996463219389234,13.181180635392009,53.43607749003386,13.839498423347887,52.73113702036505,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1056.675553675415,1096.0205010442826,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/03  08:00:00,0.6,,0.2515169491008219,9.026427690811976,72.5709015619131,19.698618409053367,35.24989664140173,19.165685515954078,36.41338491251977,13.83558807802119,52.7714799255418,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,14090.328188832736,12945.796836594498,1861.910239749256,18884.47324197468,5385.057359064344,7760.483172639645,7760.483172639645,55823211.54704012 
 01/03  09:00:00,0.8,,0.44845197653392244,8.988985708024234,72.79459516425739,19.98142144681112,34.5626652263098,20.209588657209807,34.08035234872776,13.832285895233738,52.81186624762505,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,18356.177234781542,15589.264691313734,1861.9102397492563,23953.737418232216,6574.40397796977,8670.825250902637,8670.825250902637,62785704.48703799 
 01/03  10:00:00,1.0,,0.6453487909496473,9.042976142053083,72.55946840009194,19.996961798276025,34.54207426214775,20.482507631444605,33.5205018949371,13.834212364349677,52.826913502511886,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,15583.63350271678,12819.563088436798,1861.9102397492563,24027.139367381125,6581.676541792246,2738.6857594391463,2738.6857594391463,41456183.54753034 
 01/03  11:00:00,1.8,,0.9367971296436697,9.221643987761752,71.73092122181622,19.999612793884094,34.556481378545335,20.602685148418857,33.292265398349215,13.848564415481288,52.807745078507025,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,13797.241407850286,11103.7053950895,1861.9102397492563,23178.900754963717,6222.983176703714,0.0,0.0,30218209.904376015 
 01/03  12:00:00,2.4,,0.9964838123943153,9.580503653407693,69.97330504230888,19.999934548259915,34.53269888810127,20.67661454112163,33.11875767798708,13.888156308283754,52.636815937204865,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,12748.646420734647,10089.941468568835,1861.9102397492563,21036.528023352053,5601.4434378600445,0.0,0.0,27850134.287185613 
 01/03  13:00:00,3.0,,1.4919218724557,9.9022558211184,68.45850537305712,19.999988828791295,34.523252241107045,20.712425252924874,33.03682769530192,13.955538954113685,52.39281021387518,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,12152.50499707309,9522.264489574147,1861.9102397492563,19841.588132824225,5300.14340275762,0.0,0.0,26706557.041822664 
 01/03  14:00:00,3.2,,1.6106635013558208,10.178389152287306,67.17069806084825,19.999998491532676,34.50630402564964,20.738800287655618,32.967022842469326,14.031783293577313,52.1085567828139,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,11567.824742995568,8977.880395854805,1861.9102397492563,18714.887402103395,5028.401224063278,0.0,0.0,25677819.065878537 
 01/03  15:00:00,3.7,,1.9372529901504831,10.44468171608777,65.98516679938878,19.999999514602397,34.505955675081054,20.760856903092414,32.921941201052206,14.114221875943551,51.83010219121904,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,11089.865090106534,8532.146824329904,1861.9102397492563,17791.47395415527,4767.857813305024,0.0,0.0,24687867.229904413 
 01/03  16:00:00,3.5,,2.163685409408079,10.594811278103707,65.34057092470657,19.999999843464558,34.512863105499456,20.77721599648265,32.89537717801455,14.194873750124321,51.57012160743795,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,10963.44249766439,8399.278789509162,1861.9102397492563,17524.078734024035,4822.2618377465715,0.0,0.0,24905112.2846664 
 01/03  17:00:00,3.1,,2.0531796526800483,10.55023086620276,65.53775815010836,19.99999994959348,34.51424469770553,20.74804811782036,32.95583592744852,14.271801917037248,51.31577424228677,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,11143.09214352056,8596.509966950116,1861.9102397492563,17836.20726697974,4979.727622650816,0.0,0.0,25509303.944591306 
 01/03  18:00:00,1.8,,1.1851899929941896,10.161059418125177,67.27692819752303,17.300475665922605,40.9469939332583,17.86446078057975,39.52150959820584,14.328716952411753,51.134732704410496,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,2943.6295068995473,1749.8204701300645,1861.9102397492566,1390.624896817925,481.63647039711395,0.0,0.0,8523546.09201275 
 01/03  19:00:00,1.7,,1.2727167701564834,9.9807347789532,68.1129690589442,16.27526800796619,43.480974116179745,16.585175884112445,42.63140591586786,14.379035013053112,50.9842427506581,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1763.9174160477392,1088.4579691043919,1861.910239749256,713.4058124421776,253.52491625788605,0.0,0.0,8243252.183030713 
 01/03  20:00:00,1.2,,0.8421557306807881,9.78499905085621,69.02752311310053,15.675714752128814,45.052566367593144,15.810739670513428,44.662370260806206,14.421165634728132,50.85609545467833,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1727.9939037170152,1306.042798760275,1861.910239749256,713.6811116020614,255.55779921167021,0.0,0.0,8134240.240557495 
 01/03  21:00:00,1.1,,0.7437740651772462,9.58430390260244,69.96978092549114,15.25820702811514,46.20419327327315,15.365940208223149,45.88357710454661,14.448098449610534,50.771609253639156,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1665.716465706941,1290.8685456712024,1861.9102397492563,580.4894726080257,208.4669209015545,0.0,0.0,7765416.70590559 
 01/03  22:00:00,0.8,,0.4485716543782806,9.38589614561199,70.91316406829522,14.9889066846916,46.99973677051186,15.080051648686512,46.72458962644882,14.459868163898465,50.73550431668097,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1604.9625797088718,1261.790269394103,1861.9102397492563,312.9919810859024,114.02941094347119,0.0,0.0,7134195.126908094 
 01/03  23:00:00,0.3,,-0.0646209178876043,9.253034256406222,71.52564837434349,14.863702062909693,47.36560389274118,14.913459733003409,47.214110424875074,14.459137918907263,50.720144315054036,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1642.7046043749458,1353.370031445404,1861.9102397492563,691.8529131093143,252.02035767270098,0.0,0.0,7656274.690321598 
 01/03  24:00:00,2.1,,1.6651056898098684,9.158219069615871,71.9750092933786,14.726671776312191,47.78131529058161,14.730322315519167,47.77003271535616,14.449723518943731,50.74443992240953,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1496.9130108797162,1292.5486387877268,1861.9102397492563,442.3105513371226,158.44101217074345,0.0,0.0,7301930.489592014 
 01/04  01:00:00,2.2,,1.3842022372035416,9.042487698811689,72.49867883547611,14.574967264823496,48.22489979869846,14.556152792290382,48.28348413309181,14.436180562533938,50.760462208926604,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1508.856910488845,1334.8522429490429,1861.9102397492563,485.24028008797234,168.6586196746593,0.0,0.0,7340187.707940098 
 01/04  02:00:00,0.1,,-0.5423443317690536,8.831484106497395,73.4815804055782,14.385727987390892,48.77999569516407,14.351769991181616,48.88729651433296,14.420181532308492,50.772848655985094,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1559.3796050565002,1400.1891911502155,1861.9102397492563,496.55855543585784,178.23058946001962,0.0,0.0,7376892.181440303 
 01/04  03:00:00,-0.7,,-1.3135591791380996,8.60767920375963,74.57331511935817,14.181055258920905,49.41107712278701,14.143982337786362,49.52998070814505,14.404257603071889,50.804822107841055,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1629.1574319890228,1465.1126276506716,1861.9102397492563,601.1000213536596,217.3826150705551,0.0,0.0,7525114.461080893 
 01/04  04:00:00,-0.2,,-0.8290650411981454,8.510481210864672,74.99924094405843,14.056956453499003,49.765906220717845,13.973115614651356,50.0374537579448,14.38875202606679,50.81046549633154,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1510.7631655775174,1428.9830151634217,1861.9102397492563,631.259808655922,226.96137178083777,0.0,0.0,7561245.74593753 
 01/04  05:00:00,0.6,,-0.3245748378054019,8.460300766243076,75.23526906502232,13.948839978223875,50.10331490655674,13.817105459528948,50.533981540036955,14.373126738806173,50.848608861630304,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1349.9963384948633,1357.7197660823724,1861.9102397492563,446.5761332947091,156.8734454279894,0.0,0.0,7295844.305589877 
 01/04  06:00:00,-0.4,,-1.253330546259561,8.311670426224394,75.93550559584877,13.786868431849996,50.591764898651306,13.644604642867876,51.06216978750605,14.354714877613096,50.867360196699494,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1376.4980781376312,1395.6696447643767,1861.9102397492563,399.22973112228516,142.2216966508723,0.0,0.0,7240621.255150811 
 01/04  07:00:00,-0.2,,-1.178809744671015,8.194068312851757,76.51007206337864,13.664603228143626,50.972707528403504,13.498585277284796,51.52680678757881,14.335935575968598,50.90622589023695,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1363.2246188549973,1417.944598834132,1861.9102397492563,511.0277518770352,180.01311237931233,0.0,0.0,7383371.4124518465 
 01/04  08:00:00,0.0,,-0.8813355446975697,8.122235515810809,75.14007502638353,19.71717094078985,33.96625305902853,19.192109277418833,35.07704653216117,14.320362140362466,49.80124789869025,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,14333.822079109263,13173.349965804842,1861.9102397492557,20169.648052774668,5566.415281154243,6913.920445053784,6913.920445053784,52639054.395047575 
 01/04  09:00:00,-0.5,,-1.5224930322364718,7.997441181137203,77.4992804305721,19.972977238115025,34.12962414718004,20.064261238825058,33.93942229347434,14.302672728330455,50.988823516858275,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,17500.974492878333,15042.550550523534,1861.910239749256,25011.543863535964,6656.275521987767,6307.201416542812,6307.201416542812,54571396.24180741 
 01/04  10:00:00,0.9,,-0.6719020777461328,8.126645626504137,76.80910504835681,19.99900739181911,34.06944285154779,20.35520616524377,33.32695739766176,14.294169421458086,51.009214064354516,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,14025.32407521962,11652.602833636536,1861.9102397492563,24021.072946287284,6256.702361045145,0.0,0.0,30330925.05076952 
 01/04  11:00:00,3.0,,0.850927875118289,8.510663571764074,73.21797172135624,19.999828534171158,33.33212526494843,20.40485600805685,32.50752947393055,14.316564129992253,49.83551595634697,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,9665.930149340391,7803.808404969156,1861.9102397492563,15643.634237331124,4228.900263531181,0.0,0.0,22650967.59912508 
 01/04  12:00:00,5.4,,2.3561757339996894,9.293403288858578,70.92616662649871,19.999982202222903,34.039305942446546,20.50318012951877,32.99668363103157,14.38488549023851,50.66880709220377,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,7471.448046551298,5761.700050875106,1861.910239749256,11425.84945415008,2936.850347968436,0.0,0.0,17275538.11578369 
 01/04  13:00:00,7.5,,3.9264582668264274,10.321920147249088,66.13228018019538,19.99999877896211,34.00331411105395,20.604257714495862,32.75696954483175,14.499069038981663,50.24296493060832,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,5849.949735059054,4212.2259277884095,1861.9102397492563,8240.864195448217,2095.653746763658,0.0,0.0,14247230.35144649 
 01/04  14:00:00,9.1,,4.646206744182576,11.439312832201999,61.34670394530604,19.999999914335582,33.97797099658226,20.670655118026446,32.598846800026315,14.66931938024429,49.65629901920635,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,4595.3790757574,3030.1565994660186,1861.9102397492563,5790.645237511264,1461.154083685799,0.0,0.0,11963031.5643662 
 01/04  15:00:00,9.2,,5.010306763100813,12.34918827373366,57.77088896890248,19.999999993853844,33.98036812820713,20.708916342974184,32.52437171996615,14.865268084423466,49.03605639202934,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,4044.0003138956904,2497.728276517246,1861.9102397492563,4695.379770827934,1192.283156865511,0.0,0.0,10995096.227813162 
 01/04  16:00:00,9.4,,5.366020873103963,12.960635090229166,55.500147778851094,19.999999999306187,33.98276525983228,20.705654931425748,32.53319874856204,15.041724645889541,48.48520655650846,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,4155.195044888074,2598.766191282145,1861.910239749256,4889.480714814204,1235.8681114931574,0.0,0.0,11152002.06447269 
 01/04  17:00:00,7.2,,4.25547636098048,12.893508995148636,55.7243624811659,19.99999999996298,33.97214939120678,20.613330888354618,32.708615077130816,15.222719085742716,47.90850984280939,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,5286.655428837482,3710.9792982114946,1861.9102397492563,7007.497186907072,1807.4292495511531,0.0,0.0,13209622.161481474 
 01/04  18:00:00,2.7,,0.8721495460634427,12.050459198373787,58.94438678951225,18.550338044738247,37.225405490233264,18.938493989161223,36.33641707744667,15.350772346064353,47.54538082257402,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,2635.6114319196336,1732.907237414556,1861.9102397492566,1191.697754873661,379.7358800702899,0.0,0.0,8135585.722192948 
 01/04  19:00:00,1.4,,0.42512527631202734,11.476103189541709,61.250377024296185,17.60762411139348,39.42224608900737,17.828117671403426,38.87744970000831,15.432491561646081,47.322617286197385,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1934.5235775226593,1363.5517978889734,1861.9102397492563,877.4199385112616,299.9565176603536,0.0,0.0,8347917.917298668 
 01/04  20:00:00,0.5,,-0.7948813528947487,10.977886312005982,62.02416422901827,16.976325648064346,40.1270623865148,17.13283022266389,39.729366022426156,15.489465747893814,46.193767720963024,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1765.695395282173,1308.191790028858,1861.910239749256,695.2250559119921,237.16844676040606,0.0,0.0,7952980.422539401 
 01/04  21:00:00,0.0,,-0.8714292628304379,10.606173933118237,64.89857979258174,16.560270501817918,42.007701580621,16.685505687085637,41.67330978902267,15.518700982175545,47.065759141838235,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1679.5642027219478,1277.9915705968087,1861.9102397492563,581.4779026260883,204.1420892810743,0.0,0.0,7738440.899335452 
 01/04  22:00:00,1.8,,0.4277453101598528,10.377573276311592,65.85762773958676,16.33303224227483,42.58449730692207,16.415712024365167,42.36063216128434,15.529393043332094,47.006498931425455,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1548.8276504611413,1225.1688001934133,1861.9102397492563,311.3291217594452,104.76215019294011,0.0,0.0,7098478.62659116 
 01/04  23:00:00,3.2,,1.1950781360636569,10.243170969005659,66.49068934507142,16.243361394844587,42.854440470140695,16.26021576216703,42.80852572882921,15.52653572775899,47.042582497801476,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1529.1623820158827,1301.7302250705086,1861.9102397492563,600.7592799490758,190.71380481149916,0.0,0.0,7422147.557834481 
 01/04  24:00:00,-0.5,,-1.1779720944750798,9.920183442239843,68.01371028076102,15.93639479756403,43.747332875645384,15.947102519553333,43.71735095847646,15.510238654134504,47.139195598686044,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1513.6759930543608,1297.0454879383492,1861.9102397492563,375.9369885369298,134.9410957497421,0.0,0.0,7213225.918546253 
 01/05  01:00:00,-1.4,,-2.1028380144698136,9.736926871903028,68.86441471248787,15.738562412067418,44.31079729169106,15.713499905365767,44.38196097340417,15.488261648290598,47.212820366260175,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1435.4615310173976,1280.1065875532777,1861.9102397492563,393.87449099789205,143.24174836217315,0.0,0.0,7244704.489622538 
 01/05  02:00:00,-2.6,,-3.1067407051372555,9.597727939632591,69.54633100890254,15.613503232858356,44.68966862658429,15.543601680242972,44.890379451523465,15.464798034671182,47.30772497420565,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1429.630129593023,1338.8165212889303,1861.9102397492563,459.78340369009123,171.73364536163882,0.0,0.0,7352824.928530388 
 01/05  03:00:00,0.3,,-0.5977982090004781,9.5622968477797,69.68274795613337,15.538466023942037,44.886217767285224,15.419927966955973,45.22890316306544,15.445122041989206,47.347502369971394,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1306.4418622214691,1301.1849365967544,1861.9102397492563,446.753014673346,157.6380560568832,0.0,0.0,7298795.135582244 
 01/05  04:00:00,0.7,,-0.6014167243079049,9.52070474892799,69.87228844778348,15.40781452890822,45.26044560531015,15.254826859400646,45.70742801419333,15.424802312027483,47.405478434524554,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1121.3250509929867,1189.689622266528,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/05  05:00:00,1.3,,0.20730841182746146,9.505134454672026,69.96167953260506,15.369792013054191,45.38156951487379,15.183639640468462,45.92771867603763,15.404860630820837,47.477180942286076,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1183.6954593725477,1290.9246938951028,1861.9102397492563,449.10443322868184,154.42966944936552,0.0,0.0,7286331.513631489 
 01/05  06:00:00,1.3,,0.3304894879165545,9.476041083264564,70.1149480585758,15.266984391476397,45.69285262019935,15.058049372845169,46.3110554078719,15.384942406468026,47.548927535688456,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1024.1477843297382,1185.00484855608,1861.9102397492563,0.0,0.0,0.0,0.0,6702876.863097323 
 01/05  07:00:00,1.5,,-0.14516898627966593,9.476079243500331,70.11053969977444,15.230617060096586,45.79702549508484,14.996068463806825,46.49344387746897,15.364897493443479,47.60729835865594,5.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,1083.8031031966095,1273.1476623506655,1861.9102397492563,347.2423931350802,115.83502003826516,0.0,0.0,7140223.362283658 
 01/05  08:00:00,1.4,,-0.4891971804879889,9.451161083567387,70.21902252878998,19.89565408454502,33.89921394352052,19.31120569309608,35.143685930427516,15.352545072693289,47.63885682369719,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,11473.429914003022,10725.690889982194,1861.9102397492566,15470.2042498517,4204.507559919764,6234.190426103549,6234.190426103549,46299451.34026238 
 01/05  09:00:00,1.5,,0.32024607099852315,9.361835698977451,69.12424762258333,19.98216858140386,32.961299604402086,19.864902191430872,33.20181426403104,15.341813525844804,46.647070806229294,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,12173.716401940399,10720.685358859879,1861.9102397492563,21591.877801810206,5823.6029699215815,0.0,0.0,28703207.52370774 
 01/05  10:00:00,2.2,,0.5451935092111427,9.425841946026111,70.35149230623526,19.997575458617067,33.66767738893962,20.137654497720508,33.377264165552745,15.337536024977341,47.693429224784175,20.0,4.0,4.0,50.0,1.0,0.0,1.0,1.0,11477.151509811552,9750.859527938634,1861.9102397492563,19589.8044983141,5236.678089317374,0.0,0.0,26467601.250837293 
